ensembl_gene_id	hgnc_symbol	chrom_hsa	entrezgene_id	ensembl_gene_id_mmu	mgi_symbol	chrom_mmu	entrezgene_id_mmu	mgi_id
ENSG00000186532	SMYD4	Chr17	114826	ENSMUSG00000018809	Smyd4	Chr11	319822	MGI:2442796
ENSG00000234224	TMEM229A	Chr7	730130	ENSMUSG00000048022	Tmem229a	Chr6	319832	MGI:2442812
ENSG00000122507	BBS9	Chr7	27241	ENSMUSG00000035919	Bbs9	Chr9	319845	MGI:2442833
ENSG00000146039	SLC17A4	Chr6	10050	ENSMUSG00000021336	Slc17a4	Chr13	319848	MGI:2442850
ENSG00000185873	TMPRSS11B	Chr4	132724	ENSMUSG00000035861	Tmprss11b	Chr5	319875	MGI:2442893
ENSG00000082438	COBLL1	Chr2	22837	ENSMUSG00000034903	Cobll1	Chr2	319876	MGI:2442894
ENSG00000057704	TMCC3	Chr12	57458	ENSMUSG00000020023	Tmcc3	Chr10	319880	MGI:2442900
ENSG00000147905	ZCCHC7	Chr9	84186	ENSMUSG00000035649	Zcchc7	Chr4	319885	MGI:2442912
ENSG00000130158	DOCK6	Chr19	57572	ENSMUSG00000032198	Dock6	Chr9	319899	MGI:1914789
ENSG00000171451	DSEL	Chr18	92126	ENSMUSG00000038702	Dsel	Chr1	319901	MGI:2442948
ENSG00000101230	ISM1	Chr20	140862	ENSMUSG00000074766	Ism1	Chr2	319909	MGI:2442963
ENSG00000188730	VWC2	Chr7	375567	ENSMUSG00000050830	Vwc2	Chr11	319922	MGI:2442987
ENSG00000107282	APBA1	Chr9	320	ENSMUSG00000024897	Apba1	Chr19	319924	MGI:1860297
ENSG00000186567	CEACAM19	Chr19	56971	ENSMUSG00000049848	Ceacam19	Chr7	319930	MGI:2443001
ENSG00000133812	SBF2	Chr11	81846	ENSMUSG00000038371	Sbf2	Chr7	319934	MGI:1921831
ENSG00000136205	TNS3	Chr7	64759	ENSMUSG00000020422	Tns3	Chr11	319939	MGI:2443012
ENSG00000184601	C14orf180	Chr14	400258	ENSMUSG00000043122	A530016L24Rik	Chr12	319942	MGI:2443020
ENSG00000064313	TAF2	Chr8	6873	ENSMUSG00000037343	Taf2	Chr15	319944	MGI:2443028
ENSG00000160688	FLAD1	Chr1	80308	ENSMUSG00000042642	Flad1	Chr3	319945	MGI:2443030
ENSG00000100271	TTLL1	Chr22	25809	ENSMUSG00000022442	Ttll1	Chr15	319953	MGI:2443047
ENSG00000225830	ERCC6	Chr10	2074	ENSMUSG00000054051	Ercc6	Chr14	319955	MGI:1100494
ENSG00000154222	CC2D1B	Chr1	200014	ENSMUSG00000028582	Cc2d1b	Chr4	319965	MGI:2443076
ENSG00000158321	AUTS2	Chr7	26053	ENSMUSG00000029673	Auts2	Chr5	319974	MGI:1919847
ENSG00000092051	JPH4	Chr14	84502	ENSMUSG00000022208	Jph4	Chr14	319984	MGI:2443113
ENSG00000164627	KIF6	Chr6	221458	ENSMUSG00000023999	Kif6	Chr17	319991	MGI:1098238
ENSG00000166734	GOLM2	Chr15	113201	ENSMUSG00000060227	Golm2	Chr2	319996	MGI:2443129
ENSG00000188760	TMEM198	Chr2	130612	ENSMUSG00000051703	Tmem198	Chr1	319998	MGI:2443133
ENSG00000072858	SIDT1	Chr3	54847	ENSMUSG00000022696	Sidt1	Chr16	320007	MGI:2443155
ENSG00000136731	UGGT1	Chr2	56886	ENSMUSG00000037470	Uggt1	Chr1	320011	MGI:2443162
ENSG00000249961	TERB1	Chr16	283847	ENSMUSG00000052616	Terb1	Chr8	320022	MGI:2443187
ENSG00000144959	NCEH1	Chr3	57552	ENSMUSG00000027698	Nceh1	Chr3	320024	MGI:2443191
ENSG00000053108	FSTL4	Chr5	23105	ENSMUSG00000036264	Fstl4	Chr11	320027	MGI:2443199
ENSG00000189051	RNF222	Chr17	643904	ENSMUSG00000046490	Rnf222	Chr11	320040	MGI:2443227
ENSG00000110723	EXPH5	Chr11	23086	ENSMUSG00000034584	Exph5	Chr9	320051	MGI:2443248
ENSG00000162745	OLFML2B	Chr1	25903	ENSMUSG00000038463	Olfml2b	Chr1	320078	MGI:2443310
ENSG00000166860	ZBTB39	Chr12	9880	ENSMUSG00000044617	Zbtb39	Chr10	320080	MGI:2443316
ENSG00000164049	FBXW12	Chr3	285231	ENSMUSG00000047237	Fbxw21	Chr9	320082	MGI:2443323
ENSG00000164049	FBXW12	Chr3	285231	ENSMUSG00000074062	Fbxw16	Chr9	320083	MGI:2443324
ENSG00000151572	ANO4	Chr12	121601	ENSMUSG00000035189	Ano4	Chr10	320091	MGI:2443344
ENSG00000125975	C20orf173	Chr20	140873	ENSMUSG00000074646	6430550D23Rik	Chr2	320095	MGI:2443361
ENSG00000054967	RELT	Chr11	84957	ENSMUSG00000008318	Relt	Chr7	320100	MGI:2443373
ENSG00000169507	SLC38A11	Chr2	151258	ENSMUSG00000061171	Slc38a11	Chr2	320106	MGI:2443383
ENSG00000176381	PRR18	Chr6	285800	ENSMUSG00000055945	Prr18	Chr17	320111	MGI:2443403
ENSG00000172568	FNDC9	Chr5	408263	ENSMUSG00000048721	Fndc9	Chr11	320116	MGI:2443410
ENSG00000161040	FBXL13	Chr7	222235	ENSMUSG00000048520	Fbxl13	Chr5	320118	MGI:2443416
ENSG00000136643	RPS6KC1	Chr1	26750	ENSMUSG00000089872	Rps6kc1	Chr1	320119	MGI:2443419
ENSG00000157680	DGKI	Chr7	9162	ENSMUSG00000038665	Dgki	Chr6	320127	MGI:2443430
ENSG00000100077	GRK3	Chr22	157	ENSMUSG00000042249	Grk3	Chr5	320129	MGI:87941
ENSG00000182993	C12orf60	Chr12	144608	ENSMUSG00000047515	BC049715	Chr6	320135	MGI:3605234
ENSG00000143851	PTPN7	Chr1	5778	ENSMUSG00000031506	Ptpn7	Chr1	320139	MGI:2156893
ENSG00000164651	SP8	Chr7	221833	ENSMUSG00000048562	Sp8	Chr12	320145	MGI:2443471
ENSG00000186908	ZDHHC17	Chr12	23390	ENSMUSG00000035798	Zdhhc17	Chr10	320150	MGI:2445110
ENSG00000165061	ZMAT4	Chr8	79698	ENSMUSG00000037492	Zmat4	Chr8	320158	MGI:2443497
ENSG00000189350	TOGARAM2	Chr2	165186	ENSMUSG00000045761	Togaram2	Chr17	320159	MGI:2443498
ENSG00000258890	CEP95	Chr17	90799	ENSMUSG00000018372	Cep95	Chr11	320162	MGI:2443502
ENSG00000147526	TACC1	Chr8	6867	ENSMUSG00000065954	Tacc1	Chr8	320165	MGI:2443510
ENSG00000143107	FNDC7	Chr1	163479	ENSMUSG00000045326	Fndc7	Chr3	320181	MGI:2443535
ENSG00000174099	MSRB3	Chr12	253827	ENSMUSG00000051236	Msrb3	Chr10	320183	MGI:2443538
ENSG00000163428	LRRC58	Chr3	116064	ENSMUSG00000034158	Lrrc58	Chr16	320184	MGI:2443542
ENSG00000168172	HOOK3	Chr8	84376	ENSMUSG00000037234	Hook3	Chr8	320191	MGI:2443554
ENSG00000143768	LEFTY2	Chr1	7044	ENSMUSG00000066652	Lefty2	Chr1	320202	MGI:2443573
ENSG00000245526	LINC00461	Chr5	645323	ENSMUSG00000050334	C130071C03Rik	Chr13	320203	MGI:2443574
ENSG00000139160	ETFBKMT	Chr12	254013	ENSMUSG00000039958	Etfbkmt	Chr6	320204	MGI:2443575
ENSG00000141506	PIK3R5	Chr17	23533	ENSMUSG00000020901	Pik3r5	Chr11	320207	MGI:2443588
ENSG00000142046	TMEM91	Chr19	641649	ENSMUSG00000061702	Tmem91	Chr7	320208	MGI:2443589
ENSG00000119231	SENP5	Chr3	205564	ENSMUSG00000022772	Senp5	Chr16	320213	MGI:2443596
ENSG00000183833	CFAP91	Chr3	89876	ENSMUSG00000022805	Cfap91	Chr16	320214	MGI:2443598
ENSG00000099338	CATSPERG	Chr19	57828	ENSMUSG00000049676	Catsperg1	Chr7	320225	MGI:2443617
ENSG00000164989	CCDC171	Chr9	203238	ENSMUSG00000052407	Ccdc171	Chr4	320226	MGI:1922152
ENSG00000180376	CCDC66	Chr3	285331	ENSMUSG00000046753	Ccdc66	Chr14	320234	MGI:2443639
ENSG00000119685	TTLL5	Chr14	23093	ENSMUSG00000012609	Ttll5	Chr12	320244	MGI:2443657
ENSG00000173926	MARCHF3	Chr5	115123	ENSMUSG00000032656	Marchf3	Chr18	320253	MGI:2443667
ENSG00000008226	DLEC1	Chr3	9940	ENSMUSG00000038060	Dlec1	Chr9	320256	MGI:2443671
ENSG00000183662	TAFA1	Chr3	407738	ENSMUSG00000059187	Tafa1	Chr6	320265	MGI:2443695
ENSG00000107164	FUBP3	Chr9	8939	ENSMUSG00000026843	Fubp3	Chr2	320267	MGI:2443699
ENSG00000173611	SCAI	Chr9	286205	ENSMUSG00000035236	Scai	Chr2	320271	MGI:2443716
ENSG00000152582	SPEF2	Chr5	79925	ENSMUSG00000072663	Spef2	Chr15	320277	MGI:2443727
ENSG00000138670	RASGEF1B	Chr4	153020	ENSMUSG00000089809	Rasgef1b	Chr5	320292	MGI:2443755
ENSG00000173226	IQCB1	Chr3	9657	ENSMUSG00000022837	Iqcb1	Chr16	320299	MGI:2443764
ENSG00000262152	GREP1	Chr16	283875	ENSMUSG00000043747	Grep1	Chr17	320309	MGI:2443785
ENSG00000176641	RNF152	Chr18	220441	ENSMUSG00000047496	Rnf152	Chr1	320311	MGI:2443787
ENSG00000187123	LYPD6	Chr2	130574	ENSMUSG00000050447	Lypd6	Chr2	320343	MGI:2443848
ENSG00000153485	LYSET	Chr14	26175	ENSMUSG00000046675	Lyset	Chr12	320351	MGI:2443862
ENSG00000114248	LRRC31	Chr3	79782	ENSMUSG00000074653	Lrrc31	Chr3	320352	MGI:2443864
ENSG00000188992	LIPI	Chr21	149998	ENSMUSG00000032948	Lipi	Chr16	320355	MGI:2443868
ENSG00000166405	RIC3	Chr11	79608	ENSMUSG00000048330	Ric3	Chr7	320360	MGI:2443887
ENSG00000073910	FRY	Chr13	10129	ENSMUSG00000056602	Fry	Chr5	320365	MGI:2443895
ENSG00000085185	BCORL1	ChrX	63035	ENSMUSG00000036959	Bcorl1	ChrX	320376	MGI:2443910
ENSG00000102901	CENPT	Chr16	80152	ENSMUSG00000036672	Cenpt	Chr8	320394	MGI:2443939
ENSG00000139263	LRIG3	Chr12	121227	ENSMUSG00000020105	Lrig3	Chr10	320398	MGI:2443955
ENSG00000143772	ITPKB	Chr1	3707	ENSMUSG00000038855	Itpkb	Chr1	320404	MGI:109235
ENSG00000081803	CADPS2	Chr7	93664	ENSMUSG00000017978	Cadps2	Chr6	320405	MGI:2443963
ENSG00000137880	GCHFR	Chr15	2644	ENSMUSG00000046814	Gchfr	Chr2	320415	MGI:2443977
ENSG00000168016	TRANK1	Chr3	9881	ENSMUSG00000062296	Trank1	Chr9	320429	MGI:1341834
ENSG00000187994	RINL	Chr19	126432	ENSMUSG00000051735	Rinl	Chr7	320435	MGI:2444024
ENSG00000088035	ALG6	Chr1	29929	ENSMUSG00000073792	Alg6	Chr4	320438	MGI:2444031
ENSG00000149380	P4HA3	Chr11	283208	ENSMUSG00000051048	P4ha3	Chr7	320452	MGI:2444049
ENSG00000174453	VWC2L	Chr2	402117	ENSMUSG00000045648	Vwc2l	Chr1	320460	MGI:2444069
ENSG00000175175	PPM1E	Chr17	22843	ENSMUSG00000046442	Ppm1e	Chr11	320472	MGI:2444096
ENSG00000008869	HEATR5B	Chr2	54497	ENSMUSG00000039414	Heatr5b	Chr17	320473	MGI:2444098
ENSG00000242808	SOX2-OT	Chr3	347689	ENSMUSG00000105265	Sox2ot	Chr3	320478	MGI:2444112
ENSG00000105122	RASAL3	Chr19	64926	ENSMUSG00000052142	Rasal3	Chr17	320484	MGI:2444128
ENSG00000129493	HEATR5A	Chr14	25938	ENSMUSG00000035181	Heatr5a	Chr12	320487	MGI:2444133
ENSG00000165084	C8orf34	Chr8	116328	ENSMUSG00000057715	A830018L16Rik	Chr1	320492	MGI:2444149
ENSG00000074706	IPCEF1	Chr6	26034	ENSMUSG00000064065	Ipcef1	Chr10	320495	MGI:2444159
ENSG00000188133	TMEM215	Chr9	401498	ENSMUSG00000046593	Tmem215	Chr4	320500	MGI:2444167
ENSG00000163380	LMOD3	Chr3	56203	ENSMUSG00000044086	Lmod3	Chr6	320502	MGI:2444169
ENSG00000164187	LMBRD2	Chr5	92255	ENSMUSG00000039704	Lmbrd2	Chr15	320506	MGI:2444173
ENSG00000158966	CACHD1	Chr1	57685	ENSMUSG00000028532	Cachd1	Chr4	320508	MGI:2444177
ENSG00000205899	BHLHA9	Chr17	727857	ENSMUSG00000044243	Bhlha9	Chr11	320522	MGI:2444198
ENSG00000129003	VPS13C	Chr15	54832	ENSMUSG00000035284	Vps13c	Chr9	320528	MGI:2444207
ENSG00000109066	TMEM104	Chr17	54868	ENSMUSG00000045980	Tmem104	Chr11	320534	MGI:2444222
ENSG00000157741	UBN2	Chr7	254048	ENSMUSG00000038538	Ubn2	Chr6	320538	MGI:2444236
ENSG00000176148	TCP11L1	Chr11	55346	ENSMUSG00000027175	Tcp11l1	Chr2	320554	MGI:2444263
ENSG00000198780	FAM169A	Chr5	26049	ENSMUSG00000041817	Fam169a	Chr13	320557	MGI:2444268
ENSG00000196074	SYCP2	Chr20	10388	ENSMUSG00000060445	Sycp2	Chr2	320558	MGI:1933281
ENSG00000170456	DENND5B	Chr12	160518	ENSMUSG00000030313	Dennd5b	Chr6	320560	MGI:2444273
ENSG00000167178	ISLR2	Chr15	57611	ENSMUSG00000051243	Islr2	Chr9	320563	MGI:2444277
ENSG00000179766	ATP8B5P	Chr9	158381	ENSMUSG00000028457	Atp8b5	Chr4	320571	MGI:2444287
ENSG00000148377	IDI2	Chr10	91734	ENSMUSG00000033520	Idi2	Chr13	320581	MGI:2444315
ENSG00000205116	TMEM88B	Chr1	643965	ENSMUSG00000073680	Tmem88b	Chr4	320587	MGI:2444329
ENSG00000157703	SVOPL	Chr7	136306	ENSMUSG00000029830	Svopl	Chr6	320590	MGI:2444335
ENSG00000172943	PHF8	ChrX	23133	ENSMUSG00000041229	Phf8	ChrX	320595	MGI:2444341
ENSG00000242715	CCDC169	Chr13	728591	ENSMUSG00000048655	Ccdc169	Chr3	320604	MGI:2444356
ENSG00000128578	STRIP2	Chr7	57464	ENSMUSG00000039629	Strip2	Chr6	320609	MGI:2444363
ENSG00000083097	DOP1A	Chr6	23033	ENSMUSG00000034973	Dop1a	Chr9	320615	MGI:1289294
ENSG00000144028	SNRNP200	Chr2	23020	ENSMUSG00000003660	Snrnp200	Chr2	320632	MGI:2444401
ENSG00000171448	ZBTB26	Chr9	57684	ENSMUSG00000050714	Zbtb26	Chr2	320633	MGI:2444402
ENSG00000122126	OCRL	ChrX	4952	ENSMUSG00000001173	Ocrl	ChrX	320634	MGI:109589
ENSG00000166394	CYB5R2	Chr11	51700	ENSMUSG00000048065	Cyb5r2	Chr7	320635	MGI:2444415
ENSG00000161395	PGAP3	Chr17	93210	ENSMUSG00000038208	Pgap3	Chr11	320655	MGI:2444461
ENSG00000170871	KIAA0232	Chr4	9778	ENSMUSG00000029190	D5Ertd579e	Chr5	320661	MGI:1261849
ENSG00000118307	DNAI7	Chr12	55259	ENSMUSG00000043541	Dnai7	Chr6	320662	MGI:2444480
ENSG00000087589	CASS4	Chr20	57091	ENSMUSG00000074570	Cass4	Chr2	320664	MGI:2444482
ENSG00000010295	IFFO1	Chr12	25900	ENSMUSG00000038271	Iffo1	Chr6	320678	MGI:2444516
ENSG00000177570	SAMD12	Chr8	401474	ENSMUSG00000058656	Samd12	Chr15	320679	MGI:2444518
ENSG00000102870	ZNF629	Chr16	23361	ENSMUSG00000045639	Zfp629	Chr7	320683	MGI:2444524
ENSG00000129187	DCTD	Chr4	1635	ENSMUSG00000031562	Dctd	Chr8	320685	MGI:2444529
ENSG00000163749	CCDC158	Chr4	339965	ENSMUSG00000050050	Ccdc158	Chr5	320696	MGI:2444555
ENSG00000163377	TAFA4	Chr3	151647	ENSMUSG00000046500	Tafa4	Chr6	320701	MGI:2444563
ENSG00000151917	BEND6	Chr6	221336	ENSMUSG00000042182	Bend6	Chr1	320705	MGI:2444572
ENSG00000149639	SOGA1	Chr20	140710	ENSMUSG00000055485	Soga1	Chr2	320706	MGI:2444575
ENSG00000067842	ATP2B3	ChrX	492	ENSMUSG00000031376	Atp2b3	ChrX	320707	MGI:1347353
ENSG00000139173	TMEM117	Chr12	84216	ENSMUSG00000063296	Tmem117	Chr15	320709	MGI:2444580
ENSG00000154175	ABI3BP	Chr3	25890	ENSMUSG00000035258	Abi3bp	Chr16	320712	MGI:2444583
ENSG00000162601	MYSM1	Chr1	114803	ENSMUSG00000062627	Mysm1	Chr4	320713	MGI:2444584
ENSG00000168538	TRAPPC11	Chr4	60684	ENSMUSG00000038102	Trappc11	Chr8	320714	MGI:2444585
ENSG00000196850	PPTC7	Chr12	160760	ENSMUSG00000038582	Pptc7	Chr5	320717	MGI:2444593
ENSG00000174502	SLC26A9	Chr1	115019	ENSMUSG00000042268	Slc26a9	Chr1	320718	MGI:2444594
ENSG00000138399	FASTKD1	Chr2	79675	ENSMUSG00000027086	Fastkd1	Chr2	320720	MGI:2444596
ENSG00000231824	AKAIN1	Chr18	642597	ENSMUSG00000091636	Akain1	Chr17	320722	MGI:2444600
ENSG00000133704	IPO8	Chr12	10526	ENSMUSG00000040029	Ipo8	Chr6	320727	MGI:2444611
ENSG00000165633	VSTM4	Chr10	196740	ENSMUSG00000050666	Vstm4	Chr14	320736	MGI:2444633
ENSG00000213171	LINGO4	Chr1	339398	ENSMUSG00000044505	Lingo4	Chr3	320747	MGI:2444651
ENSG00000117592	PRDX6	Chr1	9588	ENSMUSG00000050114	Prdx6b	Chr2	320769	MGI:1336888
ENSG00000139915	MDGA2	Chr14	161357	ENSMUSG00000034912	Mdga2	Chr12	320772	MGI:2444706
ENSG00000170006	TMEM154	Chr4	201799	ENSMUSG00000056498	Tmem154	Chr3	320782	MGI:2444725
ENSG00000171316	CHD7	Chr8	55636	ENSMUSG00000041235	Chd7	Chr4	320790	MGI:2444748
ENSG00000123143	PKN1	Chr19	5585	ENSMUSG00000057672	Pkn1	Chr8	320795	MGI:108022
ENSG00000174306	ZHX3	Chr20	23051	ENSMUSG00000035877	Zhx3	Chr2	320799	MGI:2444772
ENSG00000244242	IFITM10	Chr11	402778	ENSMUSG00000045777	Ifitm10	Chr7	320802	MGI:2444776
ENSG00000164347	GFM2	Chr5	84340	ENSMUSG00000021666	Gfm2	Chr13	320806	MGI:2444783
ENSG00000139990	DCAF5	Chr14	8816	ENSMUSG00000049106	Dcaf5	Chr12	320808	MGI:2444785
ENSG00000134461	ANKRD16	Chr10	54522	ENSMUSG00000047909	Ankrd16	Chr2	320816	MGI:2444796
ENSG00000119778	ATAD2B	Chr2	54454	ENSMUSG00000052812	Atad2b	Chr12	320817	MGI:2444798
ENSG00000203727	SAMD5	Chr6	389432	ENSMUSG00000060487	Samd5	Chr10	320825	MGI:2444815
ENSG00000109265	CRACD	Chr4	57482	ENSMUSG00000036377	Cracd	Chr5	320827	MGI:2444817
ENSG00000172260	NEGR1	Chr1	257194	ENSMUSG00000040037	Negr1	Chr3	320840	MGI:2444846
ENSG00000176020	AMIGO3	Chr3	386724	ENSMUSG00000032593	Amigo3	Chr9	320844	MGI:2444854
ENSG00000154655	L3MBTL4	Chr18	91133	ENSMUSG00000041565	L3mbtl4	Chr17	320858	MGI:2444889
ENSG00000186393	KRT26	Chr17	353288	ENSMUSG00000075570	Krt26	Chr11	320864	MGI:2444913
ENSG00000145526	CDH18	Chr5	1016	ENSMUSG00000040420	Cdh18	Chr15	320865	MGI:1344366
ENSG00000167523	SPATA33	Chr16	124045	ENSMUSG00000048478	Spata33	Chr8	320869	MGI:2444920
ENSG00000040731	CDH10	Chr5	1008	ENSMUSG00000022321	Cdh10	Chr15	320873	MGI:107436
ENSG00000133816	MICAL2	Chr11	9645	ENSMUSG00000038244	Mical2	Chr7	320878	MGI:2444947
ENSG00000105855	ITGB8	Chr7	3696	ENSMUSG00000025321	Itgb8	Chr12	320910	MGI:1338035
ENSG00000075035	WSCD2	Chr12	9671	ENSMUSG00000063430	Wscd2	Chr5	320916	MGI:2445030
ENSG00000129680	MAP7D3	ChrX	79649	ENSMUSG00000067878	Map7d3	ChrX	320923	MGI:2445051
ENSG00000183287	CCBE1	Chr18	147372	ENSMUSG00000046318	Ccbe1	Chr18	320924	MGI:2445053
ENSG00000064419	TNPO3	Chr7	23534	ENSMUSG00000012535	Tnpo3	Chr6	320938	MGI:1196412
ENSG00000101974	ATP11C	ChrX	286410	ENSMUSG00000062949	Atp11c	ChrX	320940	MGI:1859661
ENSG00000241878	PISD	Chr22	23761	ENSMUSG00000023452	Pisd	Chr5	320951	MGI:2445114
ENSG00000125872	LRRN4	Chr20	164312	ENSMUSG00000043110	Lrrn4	Chr2	320974	MGI:2445154
ENSG00000164303	ENPP6	Chr4	133121	ENSMUSG00000038173	Enpp6	Chr8	320981	MGI:2445171
ENSG00000188042	ARL4C	Chr2	10123	ENSMUSG00000049866	Arl4c	Chr1	320982	MGI:2445172
ENSG00000185002	RFX6	Chr6	222546	ENSMUSG00000019900	Rfx6	Chr10	320995	MGI:2445208
ENSG00000171954	CYP4F22	Chr19	126410	ENSMUSG00000061126	Cyp4f39	Chr17	320997	MGI:2445210
ENSG00000121931	LRIF1	Chr1	55791	ENSMUSG00000056260	Lrif1	Chr3	321000	MGI:2445214
ENSG00000196236	XPNPEP3	Chr22	63929	ENSMUSG00000022401	Xpnpep3	Chr15	321003	MGI:2445217
ENSG00000145041	DCAF1	Chr3	9730	ENSMUSG00000040325	Dcaf1	Chr9	321006	MGI:2445220
ENSG00000122335	SERAC1	Chr6	84947	ENSMUSG00000015659	Serac1	Chr17	321007	MGI:2447813
ENSG00000185453	ZSWIM9	Chr19	374920	ENSMUSG00000070814	Zswim9	Chr7	321008	MGI:2447816
ENSG00000169508	GPR183	Chr13	1880	ENSMUSG00000051212	Gpr183	Chr14	321019	MGI:2442034
ENSG00000171049	FPR2	Chr19	2358	ENSMUSG00000071275	Fpr-rs6	Chr17	321020	MGI:2448176
ENSG00000171049	FPR2	Chr19	2358	ENSMUSG00000071276	Fpr-rs7	Chr17	321021	MGI:2448177
ENSG00000091527	CDV3	Chr3	55573	ENSMUSG00000032803	Cdv3	Chr9	321022	MGI:2448759
ENSG00000167460	TPM4	Chr19	7171	ENSMUSG00000031799	Tpm4	Chr8	326618	MGI:2449202
ENSG00000151461	UPF2	Chr10	26019	ENSMUSG00000043241	Upf2	Chr2	326622	MGI:2449307
ENSG00000181634	TNFSF15	Chr9	9966	ENSMUSG00000050395	Tnfsf15	Chr4	326623	MGI:2180140
ENSG00000168781	PPIP5K1	Chr15	9677	ENSMUSG00000033526	Ppip5k1	Chr2	327655	MGI:2443281
ENSG00000112761	CCN6	Chr6	8838	ENSMUSG00000062074	Ccn6	Chr10	327743	MGI:2685581
ENSG00000053328	METTL24	Chr6	728464	ENSMUSG00000045555	Mettl24	Chr10	327747	MGI:3045338
ENSG00000138346	DNA2	Chr10	1763	ENSMUSG00000036875	Dna2	Chr10	327762	MGI:2443732
ENSG00000196932	TMEM26	Chr10	219623	ENSMUSG00000060044	Tmem26	Chr10	327766	MGI:2143537
ENSG00000136014	USP44	Chr12	84101	ENSMUSG00000020020	Usp44	Chr10	327799	MGI:3045318
ENSG00000139220	PPFIA2	Chr12	8499	ENSMUSG00000053825	Ppfia2	Chr10	327814	MGI:2443834
ENSG00000166225	FRS2	Chr12	10818	ENSMUSG00000020170	Frs2	Chr10	327826	MGI:1100860
ENSG00000168246	UBTD2	Chr5	92181	ENSMUSG00000044949	Ubtd2	Chr11	327900	MGI:2444752
ENSG00000108474	PIGL	Chr17	9487	ENSMUSG00000014245	Pigl	Chr11	327942	MGI:2681271
ENSG00000182224	CYB5D1	Chr17	124637	ENSMUSG00000044795	Cyb5d1	Chr11	327951	MGI:2685586
ENSG00000183914	DNAH2	Chr17	146754	ENSMUSG00000005237	Dnah2	Chr11	327954	MGI:107731
ENSG00000182853	VMO1	Chr17	284013	ENSMUSG00000020830	Vmo1	Chr11	327956	MGI:2685587
ENSG00000161929	SCIMP	Chr17	388325	ENSMUSG00000057135	Scimp	Chr11	327957	MGI:3610314
ENSG00000091622	PITPNM3	Chr17	83394	ENSMUSG00000040543	Pitpnm3	Chr11	327958	MGI:2685726
ENSG00000132530	XAF1	Chr17	54739	ENSMUSG00000040483	Xaf1	Chr11	327959	MGI:3772572
ENSG00000274349	ZNF658	Chr9	26149	ENSMUSG00000069476	Zfp616	Chr11	327963	MGI:3650906
ENSG00000166750	SLFN5	Chr17	162394	ENSMUSG00000054404	Slfn5	Chr11	327978	MGI:1329004
ENSG00000108510	MED13	Chr17	9969	ENSMUSG00000034297	Med13	Chr11	327987	MGI:3029632
ENSG00000176160	HSF5	Chr17	124535	ENSMUSG00000070345	Hsf5	Chr11	327992	MGI:2685585
ENSG00000184361	SPATA32	Chr17	124783	ENSMUSG00000044787	Spata32	Chr11	328019	MGI:3045340
ENSG00000172782	FADS6	Chr17	283985	ENSMUSG00000044788	Fads6	Chr11	328035	MGI:3039592
ENSG00000129480	DTD2	Chr14	112487	ENSMUSG00000020956	Dtd2	Chr12	328092	MGI:1923485
ENSG00000198718	TOGARAM1	Chr14	23116	ENSMUSG00000035614	Togaram1	Chr12	328108	MGI:2684313
ENSG00000185246	PRPF39	Chr14	55015	ENSMUSG00000035597	Prpf39	Chr12	328110	MGI:104602
ENSG00000029364	SLC39A9	Chr14	55334	ENSMUSG00000048833	Slc39a9	Chr12	328133	MGI:1914820
ENSG00000166166	TRMT61A	Chr14	115708	ENSMUSG00000060950	Trmt61a	Chr12	328162	MGI:2443487
ENSG00000145990	GFOD1	Chr6	54438	ENSMUSG00000051335	Gfod1	Chr13	328232	MGI:2145304
ENSG00000180537	RNF182	Chr6	221687	ENSMUSG00000044164	Rnf182	Chr13	328234	MGI:3045355
ENSG00000145832	SLC25A48	Chr5	153328	ENSMUSG00000021509	Slc25a48	Chr13	328258	MGI:2145373
ENSG00000069020	MAST4	Chr5	375449	ENSMUSG00000034751	Mast4	Chr13	328329	MGI:1918885
ENSG00000108175	ZMIZ1	Chr10	57178	ENSMUSG00000007817	Zmiz1	Chr14	328365	MGI:3040693
ENSG00000163933	RFT1	Chr3	91869	ENSMUSG00000052395	Rft1	Chr14	328370	MGI:3607791
ENSG00000178217	SH2D4B	Chr10	387694	ENSMUSG00000037833	Sh2d4b	Chr14	328381	MGI:1925182
ENSG00000188655	RNASE9	Chr14	390443	ENSMUSG00000052382	Rnase9	Chr14	328401	MGI:3057273
ENSG00000102699	PARP4	Chr13	143	ENSMUSG00000054509	Parp4	Chr14	328417	MGI:2685589
ENSG00000198553	KCNRG	Chr13	283518	ENSMUSG00000046168	Kcnrg	Chr14	328424	MGI:2685591
ENSG00000158806	NPM2	Chr8	10361	ENSMUSG00000047911	Npm2	Chr14	328440	MGI:1890811
ENSG00000100393	EP300	Chr22	2033	ENSMUSG00000055024	Ep300	Chr15	328572	MGI:1276116
ENSG00000184208	C22orf46P	Chr22	79640	ENSMUSG00000075524	4930407I10Rik	Chr15	328573	MGI:2685593
ENSG00000128159	TUBGCP6	Chr22	85378	ENSMUSG00000051786	Tubgcp6	Chr15	328580	MGI:2146071
ENSG00000145198	VWA5B2	Chr3	90113	ENSMUSG00000046613	Vwa5b2	Chr16	328643	MGI:2681859
ENSG00000102409	BEX4	ChrX	56271	ENSMUSG00000075269	Bex6	Chr16	328660	MGI:3588247
ENSG00000183185	GABRR3	Chr3	200959	ENSMUSG00000074991	Gabrr3	Chr16	328699	MGI:3588203
